Date;Speed;Density;Bt;Bz
20100401000000;440.8;1.2;10.8;1.5
20100401000100;437.9;1.2;10.8;1.9
20100401000200;439.8;1.3;10.7;0.6
20100401000300;442.4;1.5;10.6;0.8
20100401000400;439.6;1.4;10.7;0.6
20100401000500;439.5;1.2;10.6;0.5
20100401000600;441.4;1.6;10.3;-1.5
20100401000700;432.3;2.1;10.0;-1.6
20100401000800;429.9;2.2;10.0;-1.7
20100401000900;427.5;2.3;10.1;-1.9
20100401001000;430.4;2.2;10.0;-3.6
20100401001100;439.5;1.7;9.8;-3.4
20100401001200;441.9;1.5;9.9;-0.5
20100401001300;422.4;2.0;9.9;-0.3
20100401001400;427.2;2.2;10.0;-0.4
20100401001500;426.1;2.1;10.0;0.5
20100401001600;433.1;2.0;10.1;1.2
20100401001700;425.2;1.9;10.1;1.2
20100401001800;415.0;1.7;9.9;-2.7
20100401001900;409.6;2.2;10.1;-3.4
20100401002000;427.0;2.3;10.1;-3.5
20100401002100;430.6;2.1;10.2;-3.9
20100401002200;438.3;2.0;10.1;-4.7
20100401002300;429.2;2.2;10.1;-3.3
20100401002400;407.3;1.4;10.0;-3.2
20100401002500;385.4;0.6;9.9;-3.6
20100401002600;;;9.8;-1.9
20100401002700;423.4;2.4;10.0;-0.7
20100401002800;424.5;2.4;9.9;-1.1
20100401002900;423.0;2.2;10.0;-1.4
20100401003000;423.1;2.3;10.0;-0.7
20100401003100;409.0;1.9;9.9;-1.6
20100401003200;429.1;1.6;9.9;-2.5
20100401003300;424.2;2.6;9.9;-2.5
20100401003400;423.1;1.9;10.0;-2.4
20100401003500;408.3;1.9;10.0;-1.6
20100401003600;441.2;1.8;9.9;-1.8
20100401003700;427.4;1.9;9.9;-1.4
20100401003800;428.9;1.8;10.0;-1.2
20100401003900;420.2;2.2;10.0;-1.9
20100401004000;424.9;2.3;9.8;-1.6
20100401004100;429.5;2.3;9.7;0.9
20100401004200;422.4;2.8;9.4;-0.3
20100401004300;418.0;2.6;9.4;-2.8
20100401004400;408.3;1.7;9.4;-4.1
20100401004500;402.6;2.5;9.5;-4.6
20100401004600;401.7;2.2;9.4;-4.3
20100401004700;407.2;2.3;9.5;-5.6
20100401004800;408.1;2.8;9.4;-6.0
20100401004900;401.0;3.0;9.4;-6.1
20100401005000;407.2;3.0;9.5;-5.8
20100401005100;401.8;2.0;9.3;-3.7
20100401005200;399.8;2.5;9.4;-3.6
20100401005300;364.0;1.2;9.3;-3.6
20100401005400;400.0;2.8;9.3;-4.7
20100401005500;393.5;2.2;9.0;-1.9
20100401005600;400.0;2.5;9.7;-0.7
20100401005700;406.4;2.9;9.8;-2.2
20100401005800;408.1;1.5;9.8;-2.4
20100401005900;;;9.7;-2.8
20100401010000;409.0;2.8;9.7;-2.5
20100401010100;381.3;1.4;9.7;-2.5
20100401010200;402.0;1.8;9.7;-2.2
20100401010300;420.0;2.2;9.7;-2.3
20100401010400;380.9;1.9;9.6;-2.5
20100401010500;417.9;2.0;9.7;-2.7
20100401010600;405.2;1.7;9.6;-2.4
20100401010700;416.6;2.2;9.6;-2.6
20100401010800;416.9;2.1;9.6;-2.6
20100401010900;364.3;1.1;9.5;-2.9
20100401011000;408.5;2.3;9.5;-3.4
20100401011100;404.7;2.1;9.7;-3.8
20100401011200;404.3;2.4;9.7;-4.3
20100401011300;403.9;2.6;9.7;-4.4
20100401011400;402.5;2.2;9.6;-4.5
20100401011500;400.0;2.9;9.6;-5.4
20100401011600;401.4;2.9;9.7;-5.5
20100401011700;404.4;3.1;9.9;-6.4
20100401011800;401.3;3.1;9.8;-6.0
20100401011900;407.0;3.8;9.8;-6.2
20100401012000;409.1;3.2;9.9;-6.0
20100401012100;408.4;3.5;9.9;-5.8
20100401012200;403.2;3.1;9.6;-6.1
20100401012300;401.4;2.8;9.8;-5.4
20100401012400;399.7;2.1;9.8;-5.5
20100401012500;401.4;2.4;9.8;-5.3
20100401012600;402.9;2.2;9.7;-6.0
20100401012700;401.6;2.3;9.7;-6.4
20100401012800;403.8;2.7;9.8;-6.9
20100401012900;406.0;3.1;9.6;-5.5
