Date;Speed;Density;Bt;Bz
20101101000000;354.9;0.9;9.9;8.6
20101101000100;358.7;1.0;9.9;8.6
20101101000200;357.1;0.8;9.9;8.6
20101101000300;359.5;0.7;9.9;8.6
20101101000400;354.7;1.1;9.8;8.3
20101101000500;366.1;1.0;9.5;8.1
20101101000600;365.7;1.8;9.5;8.8
20101101000700;366.8;1.0;9.6;9.2
20101101000800;372.8;1.1;9.4;8.4
20101101000900;373.6;1.7;9.1;8.7
20101101001000;371.9;1.7;9.1;8.5
20101101001100;;;9.0;8.0
20101101001200;357.1;2.4;9.1;8.0
20101101001300;360.8;1.1;9.4;8.6
20101101001400;362.0;1.3;9.4;8.6
20101101001500;358.7;1.1;9.4;8.8
20101101001600;358.7;1.1;9.5;8.7
20101101001700;359.9;1.2;9.4;8.5
20101101001800;356.9;1.3;9.4;7.7
20101101001900;358.2;1.4;9.4;8.0
20101101002000;362.2;1.2;9.4;7.8
20101101002100;354.5;1.4;9.4;7.7
20101101002200;351.0;1.7;9.4;8.1
20101101002300;357.8;1.4;9.4;8.3
20101101002400;360.0;1.0;9.5;8.3
20101101002500;348.6;1.9;9.5;8.5
20101101002600;361.4;1.3;9.6;9.2
20101101002700;363.2;1.2;9.6;9.3
20101101002800;362.5;1.2;9.6;8.8
20101101002900;360.4;1.8;9.7;8.1
20101101003000;357.8;1.5;9.8;8.1
20101101003100;357.5;1.6;9.7;8.3
20101101003200;357.5;1.6;9.7;8.0
20101101003300;355.8;1.9;9.6;8.3
20101101003400;357.4;1.7;9.7;8.4
20101101003500;356.9;1.7;9.7;8.4
20101101003600;360.5;1.9;9.8;8.5
20101101003700;353.6;1.5;9.8;8.5
20101101003800;355.7;1.8;9.4;8.0
20101101003900;354.4;1.7;9.6;8.9
20101101004000;361.1;1.2;9.5;8.7
20101101004100;360.6;1.9;8.9;7.1
20101101004200;360.5;4.4;8.5;6.9
20101101004300;360.0;4.6;8.7;7.5
20101101004400;;;9.1;8.1
20101101004500;358.6;2.6;9.0;8.0
20101101004600;360.8;2.4;9.1;8.3
20101101004700;359.4;2.3;9.0;8.2
20101101004800;359.4;2.3;8.8;8.1
20101101004900;358.5;2.5;8.5;7.3
20101101005000;363.8;5.3;8.4;5.9
20101101005100;;;8.6;4.1
20101101005200;357.8;4.6;8.9;0.7
20101101005300;359.5;2.3;9.0;0.5
20101101005400;354.9;1.5;8.9;1.5
20101101005500;355.1;1.4;8.9;0.8
20101101005600;359.2;3.0;8.9;0.5
20101101005700;361.2;2.4;8.9;0.7
20101101005800;361.0;2.5;8.9;0.8
20101101005900;361.1;3.3;9.0;1.2
20101101010000;349.4;1.5;9.0;1.8
20101101010100;351.9;1.1;9.0;2.9
20101101010200;350.6;1.3;9.0;3.5
20101101010300;350.3;1.2;9.0;2.9
20101101010400;350.3;1.2;9.0;2.6
20101101010500;347.7;1.5;9.0;2.9
20101101010600;350.4;1.2;9.0;3.0
20101101010700;349.7;1.3;9.0;3.1
20101101010800;352.2;1.3;9.0;3.3
20101101010900;349.0;1.9;8.9;3.8
20101101011000;351.3;1.8;8.8;4.7
20101101011100;357.4;1.2;8.9;5.0
20101101011200;354.4;1.4;8.9;4.5
20101101011300;354.5;1.9;8.9;3.9
20101101011400;353.8;1.8;8.8;4.0
20101101011500;352.1;1.6;8.8;4.2
20101101011600;349.6;1.3;8.9;4.5
20101101011700;;;8.9;4.6
20101101011800;352.5;1.3;8.9;4.4
20101101011900;348.4;0.9;9.0;4.5
20101101012000;348.4;0.9;9.0;4.5
20101101012100;351.0;1.4;9.1;4.4
20101101012200;348.9;1.1;9.1;4.8
20101101012300;355.1;0.9;9.1;5.1
20101101012400;352.3;1.0;9.1;5.2
20101101012500;353.5;1.1;9.1;5.2
20101101012600;346.1;1.5;9.1;4.7
20101101012700;348.7;1.3;9.1;4.8
20101101012800;349.5;1.5;9.1;5.2
20101101012900;350.4;1.1;9.2;4.2
20101101013000;347.9;1.3;9.2;4.9
20101101013100;348.6;1.2;9.3;5.1
20101101013200;343.1;1.1;9.4;5.1
20101101013300;345.0;1.0;9.4;5.1
20101101013400;347.9;1.2;9.4;5.1
20101101013500;349.9;1.0;9.4;5.1
20101101013600;349.9;1.0;9.5;5.1
20101101013700;342.0;1.0;9.3;4.5
20101101013800;348.6;1.0;9.6;3.9
20101101013900;342.6;2.0;9.9;4.7
20101101014000;351.0;0.7;9.3;5.2
20101101014100;345.0;1.6;9.3;5.2
20101101014200;349.4;1.5;9.5;5.4
20101101014300;348.2;1.3;9.5;5.6
20101101014400;348.5;1.4;9.6;5.7
20101101014500;351.4;1.4;9.7;5.7
20101101014600;352.8;1.3;9.9;5.8
20101101014700;354.3;1.1;9.9;6.1
20101101014800;349.9;1.3;9.8;6.2
20101101014900;345.6;1.6;9.5;6.1
20101101015000;;;9.4;6.2
20101101015100;350.6;1.4;9.5;6.3
20101101015200;350.6;1.4;9.5;6.1
20101101015300;350.2;1.5;9.4;6.2
20101101015400;344.6;1.7;9.4;6.2
20101101015500;349.2;1.5;9.4;6.0
20101101015600;345.0;1.7;9.6;5.5
20101101015700;346.2;1.3;9.9;6.2
20101101015800;348.2;1.5;9.6;6.1
20101101015900;347.1;1.2;9.6;6.0
20101101020000;347.1;1.3;9.6;5.9
20101101020100;351.3;1.1;9.7;6.0
20101101020200;351.7;1.0;9.8;6.1
20101101020300;352.4;1.2;9.7;6.0
20101101020400;356.9;1.4;9.7;6.2
20101101020500;356.4;1.1;10.0;6.2
20101101020600;351.9;1.5;9.8;6.2
20101101020700;353.0;1.3;9.8;6.2
20101101020800;353.0;1.3;9.7;6.2
20101101020900;355.2;1.2;9.8;6.4
20101101021000;359.1;1.2;9.6;6.4
20101101021100;347.1;1.3;9.8;5.8
20101101021200;349.9;1.4;9.6;5.9
20101101021300;351.2;1.2;9.7;6.3
20101101021400;348.8;1.5;9.8;6.2
20101101021500;345.3;1.8;9.6;6.5
20101101021600;344.7;1.7;9.6;6.5
20101101021700;349.3;1.3;9.7;7.0
20101101021800;346.9;1.7;9.7;7.2
20101101021900;347.1;1.7;9.7;7.1
20101101022000;346.3;1.6;9.7;7.4
20101101022100;346.5;1.5;9.8;7.4
20101101022200;346.3;1.6;9.8;7.5
20101101022300;;;9.8;7.5
20101101022400;;;9.8;7.5
20101101022500;345.8;1.7;9.8;7.6
20101101022600;351.1;1.6;9.8;7.4
20101101022700;357.9;1.1;9.9;7.5
20101101022800;351.9;1.6;9.8;7.5
20101101022900;346.3;1.7;9.8;7.2
20101101023000;346.7;2.1;9.8;7.1
20101101023100;345.2;2.2;9.8;7.3
20101101023200;351.9;1.9;9.8;7.5
20101101023300;348.7;2.1;9.8;7.3
20101101023400;347.9;1.9;9.8;7.4
20101101023500;343.5;1.9;9.8;7.6
20101101023600;346.2;1.8;9.7;7.5
20101101023700;341.5;2.2;9.7;7.5
20101101023800;348.4;1.8;9.7;7.6
20101101023900;346.6;1.7;10.1;7.9
20101101024000;346.6;1.7;10.5;8.3
20101101024100;348.3;1.7;10.7;8.5
20101101024200;353.2;1.4;10.6;8.4
20101101024300;353.8;1.5;10.7;8.6
20101101024400;346.7;1.2;10.8;8.7
20101101024500;350.1;1.2;10.7;8.6
20101101024600;346.3;1.2;10.8;8.5
20101101024700;342.9;0.9;10.9;8.7
20101101024800;347.6;1.3;11.0;8.7
20101101024900;345.9;0.9;11.3;9.0
20101101025000;339.4;0.7;11.3;9.0
20101101025100;344.3;1.0;11.2;8.9
20101101025200;342.6;0.9;11.2;9.2
20101101025300;354.7;0.7;11.2;9.1
20101101025400;348.8;0.8;11.2;9.3
20101101025500;352.5;0.9;11.1;9.0
20101101025600;352.5;0.9;11.2;8.9
20101101025700;;;11.3;9.0
20101101025800;323.0;0.3;11.5;9.0
20101101025900;321.7;0.3;11.5;9.1
20101101030000;;;11.5;9.0
20101101030100;329.0;0.5;11.4;9.1
20101101030200;316.9;0.2;11.4;9.1
20101101030300;327.3;0.2;11.4;8.9
20101101030400;;;11.4;8.9
20101101030500;328.8;0.2;11.4;8.9
20101101030600;333.9;0.5;11.4;8.8
20101101030700;319.5;0.1;11.4;8.6
20101101030800;322.7;0.5;11.3;8.6
20101101030900;339.4;0.4;11.4;8.8
20101101031000;318.0;0.4;11.4;8.8
20101101031100;338.5;0.4;11.4;8.8
20101101031200;338.5;0.4;11.4;8.8
