Date;Speed;Density;Bt;Bz
20100101000000;274.0;1.1;3.2;0.8
20100101000100;273.9;1.2;3.2;0.7
20100101000200;272.3;1.1;3.1;0.8
20100101000300;272.5;1.2;3.1;0.9
20100101000400;276.0;0.9;3.2;0.8
20100101000500;273.5;1.2;3.0;1.0
20100101000600;278.3;1.3;3.0;1.0
20100101000700;287.1;2.0;2.7;1.3
20100101000800;287.1;2.0;3.0;1.6
20100101000900;288.3;1.2;3.0;1.8
20100101001000;;;3.0;1.8
20100101001100;281.6;1.1;3.0;1.8
20100101001200;279.8;0.8;3.0;1.8
20100101001300;282.8;0.9;3.0;1.8
20100101001400;278.6;0.9;3.1;1.3
20100101001500;269.8;1.2;2.9;1.6
20100101001600;280.7;1.0;2.9;1.8
20100101001700;282.5;1.1;2.9;1.8
20100101001800;280.4;1.1;3.0;1.8
20100101001900;278.6;1.0;2.9;1.8
20100101002000;281.2;0.9;3.0;1.8
20100101002100;277.9;0.9;3.0;1.9
20100101002200;281.3;1.0;3.0;1.9
20100101002300;281.0;0.9;2.9;2.0
20100101002400;281.0;0.9;2.9;1.9
20100101002500;275.8;0.9;2.9;1.9
20100101002600;277.8;1.2;3.0;1.8
20100101002700;276.5;1.1;2.9;1.8
20100101002800;281.1;1.2;2.9;1.9
20100101002900;281.2;1.1;2.9;2.0
20100101003000;283.9;1.2;2.9;2.1
20100101003100;280.9;1.0;2.9;2.0
20100101003200;283.6;1.0;2.9;2.0
20100101003300;279.5;0.9;2.9;2.0
20100101003400;282.2;1.0;2.9;2.0
20100101003500;280.7;1.1;2.9;1.7
20100101003600;279.0;0.9;2.9;1.7
20100101003700;279.8;1.0;3.0;1.5
20100101003800;277.1;1.1;2.9;1.4
20100101003900;288.0;1.2;2.8;2.0
20100101004000;288.0;1.2;2.8;2.1
20100101004100;286.5;1.0;2.6;0.9
20100101004200;276.2;1.1;3.1;-0.2
20100101004300;;;3.1;0.2
20100101004400;275.3;1.1;3.1;0.6
20100101004500;275.9;1.2;2.9;1.1
20100101004600;279.8;1.1;2.9;1.7
20100101004700;285.0;1.4;2.7;2.0
20100101004800;289.1;1.3;2.7;2.1
20100101004900;294.4;1.2;2.7;2.3
20100101005000;286.1;0.9;2.7;2.0
20100101005100;292.5;1.3;2.7;1.9
20100101005200;289.6;1.0;2.7;2.0
20100101005300;289.5;1.3;2.8;2.0
20100101005400;284.1;1.0;2.9;1.4
20100101005500;268.1;0.9;3.0;1.2
20100101005600;268.1;0.9;3.0;1.4
20100101005700;279.2;0.9;3.0;1.4
20100101005800;282.2;0.6;3.0;1.3
20100101005900;279.1;1.0;2.9;1.1
20100101010000;281.0;1.1;2.9;1.2
20100101010100;280.8;1.1;2.9;1.2
20100101010200;280.5;1.1;2.9;1.2
20100101010300;281.2;1.0;3.0;1.2
20100101010400;274.5;1.4;3.0;1.1
20100101010500;272.5;1.0;3.0;1.2
20100101010600;272.6;1.2;3.0;1.5
20100101010700;263.7;1.3;3.0;1.3
20100101010800;284.4;2.6;2.4;1.8
20100101010900;278.3;1.0;2.7;2.1
20100101011000;290.7;1.3;2.6;1.8
20100101011100;281.2;0.8;2.8;1.6
20100101011200;281.2;0.8;2.8;1.7
20100101011300;281.9;0.9;2.7;1.7
20100101011400;284.3;1.0;2.7;2.0
20100101011500;279.9;1.2;2.7;1.5
20100101011600;;;2.7;1.5
20100101011700;289.2;1.3;2.6;1.6
20100101011800;291.0;1.0;2.7;1.5
20100101011900;287.5;1.2;2.7;1.5
20100101012000;284.4;1.0;2.8;1.5
20100101012100;282.4;1.1;2.8;1.5
20100101012200;283.6;0.9;2.9;1.5
20100101012300;276.9;0.9;2.9;1.6
20100101012400;277.7;0.9;2.9;1.8
20100101012500;279.5;0.9;2.8;1.8
20100101012600;276.0;0.9;2.9;2.0
20100101012700;285.1;1.0;2.7;2.0
20100101012800;285.1;1.0;2.9;1.6
20100101012900;277.8;0.8;2.9;1.6
20100101013000;274.7;1.2;2.9;1.4
20100101013100;270.6;1.2;2.9;1.2
20100101013200;276.9;1.3;3.0;1.1
20100101013300;277.3;1.0;3.0;0.9
20100101013400;271.2;1.1;3.0;1.0
20100101013500;267.0;1.4;2.9;1.6
20100101013600;273.0;1.6;3.0;2.1
20100101013700;274.0;0.8;3.1;1.9
20100101013800;268.7;1.4;3.2;1.5
20100101013900;268.8;1.2;3.2;1.5
20100101014000;268.3;1.4;3.1;1.5
20100101014100;260.4;1.1;3.2;1.4
20100101014200;264.5;1.2;3.0;1.0
20100101014300;274.7;1.1;2.9;0.8
20100101014400;274.7;1.1;3.1;0.6
20100101014500;264.1;1.3;3.1;0.7
20100101014600;267.0;1.0;3.1;0.8
20100101014700;271.2;1.1;3.0;0.6
20100101014800;262.8;1.0;3.0;0.9
20100101014900;;;3.1;1.0
20100101015000;269.8;1.1;3.1;0.9
20100101015100;266.9;1.2;3.0;0.9
20100101015200;268.6;1.2;3.2;1.8
20100101015300;268.7;0.9;3.2;1.6
20100101015400;270.5;1.0;3.2;1.6
20100101015500;267.6;0.9;3.2;1.4
20100101015600;269.0;1.6;3.2;1.4
20100101015700;266.3;0.8;3.2;1.1
20100101015800;264.5;1.3;3.2;1.1
20100101015900;268.0;1.0;3.2;0.9
20100101020000;268.0;1.0;3.2;0.7
20100101020100;265.0;1.3;3.1;0.9
20100101020200;265.0;1.0;2.9;1.0
20100101020300;273.3;1.4;2.8;1.2
20100101020400;272.5;1.0;2.8;0.9
20100101020500;278.8;1.7;2.9;1.5
20100101020600;279.6;1.0;2.9;0.9
20100101020700;269.2;1.2;3.0;1.3
20100101020800;273.9;1.1;2.9;1.2
20100101020900;279.8;1.1;2.9;1.3
20100101021000;274.6;0.9;2.9;1.0
20100101021100;276.7;1.0;3.0;1.4
20100101021200;275.6;1.3;3.0;1.2
20100101021300;274.4;1.2;3.0;1.1
20100101021400;271.6;1.1;3.0;1.1
20100101021500;276.5;1.1;3.0;1.2
20100101021600;276.5;1.1;3.0;1.3
20100101021700;275.1;1.1;3.0;1.2
20100101021800;276.1;1.1;3.0;1.0
20100101021900;279.0;1.1;3.1;0.9
20100101022000;272.5;1.1;3.1;0.7
20100101022100;274.7;1.2;3.1;0.5
20100101022200;;;3.1;0.3
20100101022300;272.6;1.3;3.1;0.1
20100101022400;269.0;1.2;3.0;0.4
20100101022500;275.2;1.1;3.0;1.0
20100101022600;276.9;1.2;3.0;0.6
20100101022700;279.7;1.1;3.0;0.9
20100101022800;277.7;1.3;3.1;1.2
20100101022900;272.4;1.0;3.1;1.1
20100101023000;274.2;1.1;3.1;1.0
20100101023100;267.9;0.8;3.1;1.0
20100101023200;267.9;0.8;3.0;1.1
20100101023300;275.5;1.1;3.1;1.0
20100101023400;269.7;0.8;3.1;0.8
20100101023500;272.9;1.1;3.2;0.6
20100101023600;270.4;0.9;3.0;0.7
20100101023700;272.1;1.3;2.9;0.1
20100101023800;276.4;1.1;3.0;0.5
20100101023900;272.5;1.1;3.0;0.2
20100101024000;276.5;1.3;2.9;-0.1
20100101024100;271.3;1.0;2.9;-0.3
20100101024200;280.0;1.2;3.0;0.4
20100101024300;275.2;1.1;3.0;1.0
20100101024400;275.9;1.1;3.0;1.2
20100101024500;276.9;1.0;3.0;1.1
20100101024600;277.9;1.0;3.0;0.8
20100101024700;282.8;1.2;2.9;0.5
20100101024800;282.8;1.2;2.9;0.7
20100101024900;280.0;1.0;2.7;0.2
20100101025000;278.7;1.0;2.8;0.4
20100101025100;287.3;1.5;2.8;-0.4
20100101025200;288.2;1.2;2.8;-0.5
20100101025300;295.3;1.3;2.8;0.4
20100101025400;283.9;1.1;2.8;0.6
20100101025500;;;3.0;1.4
20100101025600;274.2;1.3;3.0;1.5
20100101025700;274.8;1.1;3.0;1.3
20100101025800;274.8;1.1;3.0;1.2
20100101025900;276.0;1.1;2.9;1.2
20100101030000;277.7;0.7;2.9;1.1
20100101030100;277.5;1.1;2.8;0.7
20100101030200;282.4;1.3;2.8;0.8
20100101030300;295.3;1.1;2.6;0.4
20100101030400;295.3;1.1;2.6;0.7
