Date;Speed;Density;Bt;Bz
20100501000000;394.9;0.2;2.6;-1.4
20100501000100;395.3;0.2;2.6;-1.5
20100501000200;394.6;0.2;2.5;-1.6
20100501000300;394.2;0.2;2.6;-1.5
20100501000400;395.4;0.2;2.6;-1.4
20100501000500;394.4;0.2;2.6;-1.2
20100501000600;394.9;0.2;2.6;-1.4
20100501000700;394.5;0.2;2.6;-1.4
20100501000800;394.5;0.2;2.6;-1.4
20100501000900;396.2;0.2;2.6;-1.4
20100501001000;394.5;0.2;2.6;-1.4
20100501001100;395.5;0.2;2.6;-1.4
20100501001200;394.1;0.2;2.7;-1.4
20100501001300;396.2;0.2;2.6;-1.4
20100501001400;395.3;0.2;2.6;-1.4
20100501001500;394.9;0.2;2.5;-1.6
20100501001600;393.0;0.2;2.6;-1.6
20100501001700;394.1;0.2;2.6;-1.8
20100501001800;;;2.5;-1.8
20100501001900;;;2.6;-2.0
20100501002000;390.8;0.2;2.6;-2.1
20100501002100;391.2;0.2;2.5;-2.0
20100501002200;389.9;0.2;2.6;-2.0
20100501002300;392.2;0.2;2.6;-2.0
20100501002400;392.2;0.2;2.6;-2.0
20100501002500;392.4;0.2;2.6;-1.9
20100501002600;391.2;0.2;2.6;-1.8
20100501002700;391.4;0.2;2.6;-1.8
20100501002800;392.5;0.2;2.6;-1.7
20100501002900;393.3;0.2;2.6;-1.7
20100501003000;392.0;0.2;2.6;-1.7
20100501003100;393.8;0.2;2.6;-1.9
20100501003200;392.6;0.2;2.6;-1.9
20100501003300;392.1;0.2;2.6;-1.8
20100501003400;392.9;0.2;2.6;-1.4
20100501003500;;;2.6;-1.5
20100501003600;393.1;0.2;2.6;-1.4
20100501003700;394.0;0.2;2.6;-1.5
20100501003800;392.7;0.2;2.6;-1.5
20100501003900;392.0;0.2;2.6;-1.6
20100501004000;392.0;0.2;2.5;-1.7
20100501004100;390.7;0.2;2.5;-1.6
20100501004200;392.0;0.2;2.5;-1.7
20100501004300;392.7;0.2;2.6;-1.7
20100501004400;391.3;0.2;2.5;-1.7
20100501004500;392.6;0.2;2.6;-1.5
20100501004600;391.7;0.2;2.6;-1.3
20100501004700;392.5;0.1;2.6;-1.4
20100501004800;390.6;0.2;2.6;-1.4
20100501004900;392.0;0.2;2.5;-1.6
20100501005000;390.3;0.2;2.6;-1.7
20100501005100;391.5;0.2;2.6;-1.6
20100501005200;;;2.6;-1.6
20100501005300;392.0;0.2;2.6;-1.8
20100501005400;391.8;0.2;2.6;-1.9
20100501005500;391.5;0.2;2.6;-1.9
20100501005600;391.5;0.2;2.6;-1.8
20100501005700;390.5;0.2;2.6;-1.7
20100501005800;392.2;0.2;2.6;-1.6
20100501005900;391.0;0.2;2.6;-1.5
20100501010000;392.1;0.2;2.5;-1.7
20100501010100;391.1;0.2;2.6;-1.6
20100501010200;390.3;0.1;2.6;-1.2
20100501010300;395.8;0.2;2.5;-1.4
20100501010400;392.3;0.2;2.5;-1.5
20100501010500;388.8;0.2;2.6;-1.9
20100501010600;387.8;0.1;2.5;-1.4
20100501010700;392.2;0.2;2.7;-1.2
20100501010800;392.9;0.2;2.6;-1.1
20100501010900;392.2;0.2;2.6;-1.2
20100501011000;392.5;0.2;2.6;-1.3
20100501011100;393.5;0.2;2.6;-1.4
20100501011200;393.0;0.2;2.6;-1.4
20100501011300;392.3;0.2;2.6;-1.4
20100501011400;392.9;0.2;2.6;-1.3
20100501011500;391.4;0.2;2.6;-1.3
20100501011600;391.4;0.2;2.6;-1.3
20100501011700;390.5;0.2;2.5;-1.3
20100501011800;391.2;0.2;2.5;-1.5
20100501011900;393.3;0.2;2.5;-1.5
20100501012000;392.7;0.1;2.6;-1.5
20100501012100;391.2;0.2;2.6;-1.5
20100501012200;392.2;0.2;2.6;-1.5
20100501012300;391.7;0.2;2.5;-1.5
20100501012400;391.1;0.2;2.5;-1.5
20100501012500;;;2.6;-1.5
20100501012600;391.4;0.2;2.5;-1.6
20100501012700;391.6;0.2;2.5;-1.6
20100501012800;388.6;0.2;2.5;-1.6
20100501012900;390.6;0.2;2.5;-1.6
20100501013000;389.6;0.2;2.5;-1.5
20100501013100;391.4;0.2;2.5;-1.5
20100501013200;391.4;0.2;2.5;-1.6
20100501013300;392.4;0.2;2.5;-1.6
20100501013400;389.1;0.2;2.5;-1.6
20100501013500;390.2;0.2;2.5;-1.6
20100501013600;391.0;0.2;2.6;-1.6
20100501013700;390.8;0.2;2.5;-1.7
20100501013800;392.0;0.2;2.5;-1.7
20100501013900;391.6;0.2;2.6;-1.7
20100501014000;392.1;0.1;2.6;-1.6
20100501014100;391.9;0.2;2.6;-1.6
20100501014200;391.3;0.2;2.6;-1.6
20100501014300;389.7;0.2;2.6;-1.5
20100501014400;390.9;0.1;2.6;-1.6
20100501014500;388.5;0.2;2.6;-1.7
20100501014600;389.5;0.2;2.6;-1.6
20100501014700;390.0;0.1;2.6;-1.7
20100501014800;390.0;0.1;2.6;-1.6
20100501014900;390.7;0.1;2.6;-1.7
20100501015000;388.9;0.1;2.6;-1.7
20100501015100;389.6;0.1;2.6;-1.7
20100501015200;389.4;0.2;2.6;-1.7
20100501015300;388.4;0.2;2.6;-1.9
20100501015400;384.5;0.2;2.6;-1.7
20100501015500;389.2;0.1;2.6;-1.8
20100501015600;386.3;0.1;2.6;-1.6
20100501015700;386.3;0.1;2.6;-1.7
20100501015800;;;2.6;-2.0
20100501015900;382.2;0.1;2.6;-2.0
20100501020000;386.2;0.1;2.7;-1.9
20100501020100;385.3;0.2;2.6;-2.0
20100501020200;388.3;0.1;2.7;-2.0
20100501020300;382.1;0.2;2.6;-1.8
20100501020400;382.1;0.2;2.6;-1.9
20100501020500;388.0;0.1;2.6;-1.9
20100501020600;386.1;0.1;2.6;-1.9
20100501020700;386.3;0.1;2.6;-2.0
20100501020800;387.0;0.2;2.7;-2.0
20100501020900;388.3;0.1;2.7;-2.0
20100501021000;386.7;0.2;2.7;-2.0
20100501021100;389.6;0.1;2.7;-2.1
20100501021200;387.3;0.1;2.7;-2.1
20100501021300;387.0;0.1;2.6;-2.1
20100501021400;386.8;0.1;2.6;-2.1
20100501021500;387.6;0.1;2.6;-2.1
20100501021600;386.7;0.1;2.6;-1.6
20100501021700;386.7;0.1;2.6;-2.0
20100501021800;386.1;0.1;2.5;-1.3
20100501021900;385.9;0.1;2.5;-0.5
20100501022000;385.9;0.1;2.6;-1.3
20100501022100;385.3;0.1;2.7;-1.4
20100501022200;386.1;0.1;2.7;-1.7
20100501022300;385.6;0.1;2.7;-1.6
20100501022400;384.9;0.1;2.7;-1.7
20100501022500;382.1;0.1;2.7;-1.7
20100501022600;385.2;0.1;2.6;-1.9
20100501022700;382.7;0.1;2.6;-1.7
20100501022800;385.7;0.1;2.6;-1.5
20100501022900;384.4;0.1;2.6;-1.2
20100501023000;377.0;0.1;2.6;-1.4
20100501023100;;;2.5;-1.3
20100501023200;385.5;0.1;2.5;-1.2
20100501023300;386.1;0.1;2.5;-1.2
20100501023400;382.9;0.1;2.6;-1.3
20100501023500;383.0;0.1;2.6;-1.2
20100501023600;383.0;0.1;2.6;-1.3
20100501023700;384.4;0.1;2.6;-1.4
20100501023800;384.7;0.1;2.6;-1.4
20100501023900;379.4;0.1;2.6;-1.3
20100501024000;385.0;0.1;2.5;-1.1
20100501024100;387.3;0.1;2.4;-0.4
20100501024200;387.3;0.1;2.4;-0.2
20100501024300;390.0;0.1;2.5;-1.0
20100501024400;383.4;0.1;2.6;-1.6
20100501024500;385.2;0.1;2.6;-1.5
20100501024600;382.2;0.1;2.5;-1.4
20100501024700;384.4;0.1;2.5;-1.3
20100501024800;381.5;0.1;2.6;-1.4
20100501024900;384.4;0.1;2.6;-1.1
20100501025000;379.2;0.1;2.5;-1.1
20100501025100;384.4;0.0;2.5;-1.2
20100501025200;384.4;0.0;2.6;-1.5
20100501025300;383.2;0.1;2.5;-0.9
20100501025400;383.3;0.0;2.5;-1.0
20100501025500;382.4;0.1;2.6;-1.2
20100501025600;381.5;0.1;2.6;-1.3
20100501025700;381.4;0.1;2.5;-1.3
20100501025800;383.3;0.1;2.6;-1.4
20100501025900;380.4;0.1;2.6;-1.4
20100501030000;382.6;0.0;2.7;-1.3
20100501030100;383.2;0.1;2.6;-1.3
20100501030200;376.5;0.1;2.6;-1.3
20100501030300;381.9;0.1;2.6;-1.3
20100501030400;;;2.6;-1.3
20100501030500;381.4;0.1;2.6;-1.3
20100501030600;383.4;0.1;2.6;-1.3
20100501030700;388.9;0.1;2.6;-1.3
20100501030800;388.9;0.1;2.7;-1.3
20100501030900;384.3;0.1;2.7;-1.4
20100501031000;384.2;0.1;2.7;-1.2
20100501031100;378.6;0.1;2.6;-1.2
20100501031200;382.4;0.1;2.7;-1.2
20100501031300;387.1;0.1;2.6;-1.2
20100501031400;387.4;0.1;2.6;-1.1
20100501031500;378.8;0.1;2.6;-1.2
20100501031600;384.1;0.1;2.7;-1.2
20100501031700;385.3;0.1;2.6;-1.2
