Date;Speed;Density;Bt;Bz
20071101000000;402.7;1.4;2.7;-0.4
20071101000100;403.9;1.4;2.7;-0.4
20071101000200;403.1;1.5;2.7;0.1
20071101000300;402.8;1.4;2.7;0.2
20071101000400;401.5;1.5;2.7;0.2
20071101000500;402.2;1.1;2.9;-0.9
20071101000600;401.7;1.4;2.9;-0.8
20071101000700;402.7;1.2;3.0;-0.9
20071101000800;403.4;1.3;3.0;-0.9
20071101000900;404.0;1.3;3.1;-0.9
20071101001000;403.1;1.2;3.2;-0.9
20071101001100;402.1;1.3;3.1;-0.8
20071101001200;405.5;1.2;2.7;0.2
20071101001300;404.2;1.4;2.7;0.3
20071101001400;404.8;1.5;2.6;0.2
20071101001500;404.9;1.6;2.6;0.1
20071101001600;405.4;1.5;2.6;0.2
20071101001700;;;2.5;0.1
20071101001800;404.8;1.6;2.5;0.0
20071101001900;404.4;1.4;2.5;0.0
20071101002000;403.8;1.6;2.6;0.1
20071101002100;402.7;1.4;2.4;-0.1
20071101002200;403.8;1.7;2.2;0.0
20071101002300;404.6;1.5;2.3;-0.1
20071101002400;403.5;1.5;2.5;-0.2
20071101002500;402.5;1.5;1.8;-0.3
20071101002600;402.8;1.6;2.3;-0.7
20071101002700;403.1;1.7;2.5;-0.7
20071101002800;402.6;1.4;2.6;-0.4
20071101002900;399.7;1.5;2.6;-0.4
20071101003000;401.6;1.4;2.7;-0.5
20071101003100;401.7;1.6;2.6;-0.7
20071101003200;401.6;1.5;2.6;-0.5
20071101003300;401.5;1.5;2.6;-0.4
20071101003400;402.9;1.5;2.5;-0.3
20071101003500;401.2;1.6;2.6;-0.5
20071101003600;401.9;1.5;2.5;-0.4
20071101003700;403.9;1.5;2.4;-0.6
20071101003800;405.7;1.3;2.6;-0.7
20071101003900;399.1;1.3;2.9;-0.9
20071101004000;399.6;1.3;2.8;-0.9
20071101004100;400.2;1.2;2.9;-0.9
20071101004200;401.5;1.4;3.0;-0.9
20071101004300;400.4;1.3;2.9;-0.9
20071101004400;400.7;1.3;2.7;-1.0
20071101004500;402.6;1.2;2.8;-1.1
20071101004600;402.5;1.4;2.7;-1.1
20071101004700;404.6;1.3;2.7;-1.1
20071101004800;404.8;1.4;2.6;-1.0
20071101004900;404.9;1.2;2.6;-1.0
20071101005000;;;2.7;-1.0
20071101005100;403.8;1.3;2.7;-0.9
20071101005200;403.7;1.5;2.7;-0.8
20071101005300;401.7;1.3;2.5;-0.9
20071101005400;403.5;1.4;2.5;-0.8
20071101005500;399.9;1.4;2.4;-0.8
20071101005600;399.8;1.5;2.5;-0.9
20071101005700;399.7;1.5;2.6;-1.0
20071101005800;399.8;1.3;2.5;-0.9
20071101005900;401.0;1.4;2.6;-0.9
20071101010000;403.3;1.3;2.6;-0.9
20071101010100;401.3;1.5;2.7;-1.0
20071101010200;402.2;1.4;2.6;-1.0
20071101010300;401.7;1.5;2.6;-1.1
20071101010400;401.0;1.3;2.6;-0.6
20071101010500;400.9;1.5;2.6;-0.8
20071101010600;400.7;1.4;2.7;-0.6
20071101010700;398.6;1.5;2.8;-0.4
20071101010800;400.6;1.4;2.7;-0.2
20071101010900;400.6;1.5;2.7;-0.4
20071101011000;399.2;1.2;2.7;-0.2
20071101011100;400.2;1.5;2.6;-0.1
20071101011200;399.2;1.4;2.6;0.5
20071101011300;398.2;1.4;2.6;0.3
20071101011400;397.3;1.6;2.6;-0.1
20071101011500;401.1;1.2;2.6;-0.5
20071101011600;402.0;1.3;2.7;-0.4
20071101011700;399.6;1.3;2.8;-0.6
20071101011800;400.1;1.5;2.8;-0.4
20071101011900;402.1;1.3;2.7;-0.8
20071101012000;403.0;1.5;2.7;-0.8
20071101012100;399.3;1.3;2.7;-0.5
20071101012200;395.6;1.4;2.8;-0.4
20071101012300;;;2.8;-0.4
20071101012400;396.8;1.3;2.9;-0.4
20071101012500;397.5;1.4;2.8;-0.5
20071101012600;400.1;1.2;2.9;-0.5
20071101012700;395.9;1.6;3.1;-0.3
20071101012800;396.2;1.4;3.1;-0.3
20071101012900;396.5;1.2;3.1;-0.3
20071101013000;396.1;1.4;3.0;-0.4
20071101013100;397.1;1.2;3.0;-0.2
20071101013200;395.8;1.5;3.0;-0.1
20071101013300;395.6;1.5;3.0;-0.1
20071101013400;396.7;1.5;2.9;-0.2
20071101013500;397.6;1.3;2.9;-0.5
20071101013600;396.3;1.4;2.9;-0.6
20071101013700;398.4;1.3;2.5;-0.8
20071101013800;399.6;1.4;2.8;-0.7
20071101013900;398.8;1.2;2.8;-0.8
20071101014000;397.5;1.4;2.7;-0.7
20071101014100;397.2;1.2;3.0;-0.3
20071101014200;398.3;1.5;3.2;0.3
20071101014300;397.8;1.3;3.2;0.2
20071101014400;397.6;1.5;3.2;0.3
20071101014500;397.3;1.6;3.0;0.3
20071101014600;399.7;1.4;3.1;0.3
20071101014700;400.4;1.5;3.1;0.2
20071101014800;398.8;1.2;3.1;0.2
20071101014900;398.0;1.6;3.1;0.2
20071101015000;398.9;1.4;3.1;0.2
20071101015100;399.9;1.6;3.0;0.2
20071101015200;399.2;1.4;2.9;0.1
20071101015300;399.0;1.5;2.7;0.0
20071101015400;397.8;1.4;3.0;0.1
20071101015500;399.0;1.5;3.0;0.0
20071101015600;;;3.1;0.1
20071101015700;400.2;1.4;3.1;0.1
20071101015800;400.3;1.3;3.0;0.1
20071101015900;398.9;1.6;3.0;0.1
20071101020000;399.2;1.5;3.0;0.0
20071101020100;399.5;1.4;3.0;0.0
20071101020200;400.1;1.4;3.0;0.0
20071101020300;399.4;1.3;3.0;0.0
20071101020400;400.4;1.4;3.1;-0.0
20071101020500;400.4;1.3;3.0;-0.2
20071101020600;398.5;1.5;2.9;-0.2
20071101020700;398.1;1.4;2.7;0.2
20071101020800;395.1;1.6;2.6;0.1
20071101020900;396.1;1.5;2.6;0.0
20071101021000;398.3;1.6;2.9;-0.2
20071101021100;400.0;1.2;2.9;-0.4
20071101021200;398.0;1.5;2.8;0.1
20071101021300;393.9;1.4;2.9;0.4
20071101021400;395.0;1.7;2.9;0.5
20071101021500;394.8;1.5;2.9;0.4
20071101021600;395.2;1.5;2.9;0.3
20071101021700;395.6;1.6;2.7;0.1
20071101021800;396.1;1.4;2.8;0.4
20071101021900;393.2;1.6;2.9;0.6
20071101022000;396.4;1.5;2.9;0.6
20071101022100;396.0;1.8;2.9;0.7
20071101022200;394.8;1.4;3.0;0.8
20071101022300;393.3;1.5;2.9;0.9
20071101022400;393.7;1.5;2.8;0.8
20071101022500;393.1;1.8;2.9;1.0
20071101022600;392.7;1.4;2.8;0.9
20071101022700;395.5;1.5;2.7;0.8
20071101022800;394.9;1.4;2.8;0.8
20071101022900;;;2.5;0.8
20071101023000;393.7;1.5;1.4;0.5
20071101023100;396.8;1.8;1.7;-0.2
20071101023200;397.0;1.8;1.4;-0.2
20071101023300;397.3;1.8;1.5;-0.5
20071101023400;399.2;1.4;1.5;-0.4
20071101023500;399.1;1.6;1.8;-0.2
20071101023600;396.9;1.5;1.7;-0.1
20071101023700;398.9;1.8;1.6;-0.2
20071101023800;400.9;1.7;2.1;0.5
20071101023900;396.0;1.7;2.4;0.7
20071101024000;395.4;1.6;2.2;0.9
20071101024100;396.6;1.6;1.8;0.6
20071101024200;393.2;1.7;2.0;0.6
20071101024300;394.4;1.9;1.9;0.7
20071101024400;395.2;1.5;2.0;0.5
20071101024500;392.6;1.8;2.0;0.4
20071101024600;395.1;1.4;2.0;0.3
20071101024700;394.8;1.9;2.1;0.5
20071101024800;394.5;1.7;2.1;0.6
20071101024900;394.1;1.6;2.1;0.5
20071101025000;394.3;1.7;2.1;0.5
20071101025100;394.7;1.6;2.0;0.3
20071101025200;395.6;1.8;2.0;0.2
20071101025300;396.4;1.7;2.0;0.1
20071101025400;395.0;1.8;1.8;0.0
20071101025500;396.3;1.6;1.6;-0.0
20071101025600;395.0;1.9;1.8;0.1
20071101025700;396.4;1.5;1.8;0.2
20071101025800;394.9;1.9;1.7;0.1
20071101025900;395.6;1.7;1.8;0.2
20071101030000;394.0;1.7;1.7;0.0
20071101030100;395.9;1.5;1.7;0.0
20071101030200;;;1.6;-0.1
20071101030300;394.6;1.7;1.7;-0.2
20071101030400;394.5;1.7;1.7;-0.1
20071101030500;394.4;1.8;1.5;-0.0
20071101030600;393.9;1.6;1.7;0.0
20071101030700;393.4;1.9;1.5;-0.1
20071101030800;393.2;1.7;1.6;-0.2
20071101030900;393.8;2.0;1.7;-0.2
20071101031000;393.8;1.6;1.8;-0.0
20071101031100;394.1;1.9;1.7;0.0
20071101031200;393.9;1.7;1.6;0.1
20071101031300;392.6;2.0;1.7;0.3
20071101031400;392.6;1.8;1.7;0.5
20071101031500;394.3;1.9;2.0;0.6
20071101031600;391.1;1.8;2.1;1.0
20071101031700;391.2;2.3;2.4;1.1
20071101031800;391.1;1.8;2.5;1.0
20071101031900;391.2;2.0;2.5;1.0
20071101032000;391.5;2.0;2.4;0.9
20071101032100;391.8;1.9;2.4;0.8
20071101032200;392.6;2.0;2.4;0.7
20071101032300;391.4;2.0;2.4;0.6
20071101032400;392.8;2.0;2.4;0.5
20071101032500;394.1;1.9;2.3;0.4
20071101032600;392.9;1.8;2.7;0.8
20071101032700;393.0;1.7;3.0;1.0
20071101032800;392.9;2.0;3.0;1.0
20071101032900;394.2;1.7;2.9;1.1
20071101033000;391.3;2.0;2.8;0.8
20071101033100;392.8;1.6;2.6;0.6
20071101033200;391.0;1.9;2.5;0.5
20071101033300;391.9;2.1;2.6;1.0
20071101033400;392.7;2.1;2.7;1.0
20071101033500;;;2.5;1.0
20071101033600;394.9;2.2;2.2;0.6
20071101033700;394.9;2.2;2.2;0.5
20071101033800;392.5;1.9;2.6;0.7
20071101033900;391.5;2.2;2.8;0.6
20071101034000;390.1;2.0;2.8;0.3
20071101034100;390.2;2.0;2.7;0.1
20071101034200;390.6;1.6;2.6;0.2
20071101034300;390.3;1.8;2.9;0.4
20071101034400;392.3;1.8;2.8;0.1
20071101034500;392.5;2.1;2.8;0.1
20071101034600;389.8;1.6;2.5;0.3
20071101034700;392.4;2.1;2.1;0.3
20071101034800;391.9;1.8;2.3;0.3
20071101034900;389.2;2.0;2.6;0.3
20071101035000;389.4;1.6;2.9;0.4
20071101035100;390.1;1.8;2.9;0.4
20071101035200;390.3;1.7;2.9;0.4
20071101035300;390.5;1.6;3.0;0.3
20071101035400;389.3;1.8;3.0;0.2
20071101035500;390.9;1.7;3.0;0.2
20071101035600;389.3;1.8;2.9;0.2
20071101035700;391.6;1.9;2.8;0.6
20071101035800;391.5;2.0;2.5;0.1
20071101035900;394.3;1.6;2.6;0.5
20071101040000;391.8;2.3;2.5;0.6
20071101040100;390.3;1.6;2.7;0.5
20071101040200;389.7;2.0;2.7;0.6
20071101040300;388.4;1.6;2.7;0.5
20071101040400;387.5;2.0;2.8;0.7
20071101040500;386.8;1.9;2.8;0.6
20071101040600;389.3;1.9;2.8;0.4
20071101040700;388.8;1.6;2.7;0.2
20071101040800;388.8;1.6;2.7;0.6
20071101040900;;;2.8;0.6
20071101041000;388.3;2.1;3.0;0.7
20071101041100;387.9;1.8;3.1;0.3
