Date;Speed;Density;Bt;Bz
20070801000000;552.7;1.2;5.8;-4.0
20070801000100;555.8;1.2;6.0;-4.5
20070801000200;555.5;1.1;6.1;-4.8
20070801000300;556.1;1.0;6.1;-5.0
20070801000400;;;5.7;-4.5
20070801000500;544.0;1.0;5.8;-4.5
20070801000600;544.0;1.0;6.0;-4.8
20070801000700;549.9;1.1;5.6;-5.0
20070801000800;545.4;1.2;5.7;-4.9
20070801000900;544.6;1.1;5.4;-4.7
20070801001000;552.4;1.0;5.4;-4.5
20070801001100;541.9;1.3;5.3;-4.3
20070801001200;531.5;1.2;5.2;-4.3
20070801001300;537.0;1.3;5.2;-4.0
20070801001400;521.5;1.1;5.2;-3.5
20070801001500;536.0;1.0;5.1;-3.4
20070801001600;545.6;1.3;4.8;-3.7
20070801001700;573.9;2.3;5.5;1.6
20070801001800;559.4;1.6;6.4;1.2
20070801001900;553.4;2.0;6.4;1.0
20070801002000;567.0;1.8;6.5;1.0
20070801002100;568.8;1.7;6.2;1.7
20070801002200;568.8;1.7;5.4;1.3
20070801002300;555.8;2.4;5.5;1.6
20070801002400;552.2;2.3;5.9;1.5
20070801002500;550.2;1.8;5.7;-0.6
20070801002600;541.9;1.0;6.3;0.3
20070801002700;537.5;1.3;6.2;1.4
20070801002800;538.2;1.6;5.9;0.6
20070801002900;538.1;1.6;5.5;-1.1
20070801003000;525.6;1.0;5.5;-1.5
20070801003100;537.5;1.1;5.5;-1.2
20070801003200;535.5;1.1;5.8;-1.3
20070801003300;534.1;1.4;6.2;-1.8
20070801003400;530.2;1.0;6.2;-1.7
20070801003500;539.3;1.2;6.0;-2.0
20070801003600;533.2;1.3;5.6;-2.3
20070801003700;;;5.7;-2.2
20070801003800;;;6.0;-2.3
20070801003900;544.1;1.2;5.9;-2.3
20070801004000;531.6;1.2;5.9;-2.1
20070801004100;536.0;1.3;5.7;-2.2
20070801004200;524.4;1.1;5.6;-2.2
20070801004300;530.6;1.1;5.9;-1.9
20070801004400;531.4;1.2;6.0;-1.8
20070801004500;535.8;1.2;6.0;-2.1
20070801004600;534.2;1.3;5.9;-2.2
20070801004700;547.3;1.2;5.5;-1.2
20070801004800;549.5;1.7;5.8;-0.8
20070801004900;545.1;1.1;5.5;-1.9
20070801005000;553.2;1.5;6.5;-2.4
20070801005100;537.0;1.2;6.6;-2.7
20070801005200;550.2;1.3;6.6;-2.9
20070801005300;546.6;1.4;6.5;-3.1
20070801005400;546.6;1.4;6.8;-2.6
20070801005500;555.4;1.2;6.7;-2.6
20070801005600;543.1;1.7;6.8;-2.8
20070801005700;553.1;1.5;6.7;-2.4
20070801005800;552.7;1.4;6.7;-3.2
20070801005900;547.5;1.3;6.7;-3.3
20070801010000;546.1;1.5;6.6;-3.0
20070801010100;534.5;1.4;6.6;-3.1
20070801010200;541.1;1.3;6.7;-3.3
20070801010300;541.1;1.4;6.7;-3.3
20070801010400;541.0;1.2;6.4;-3.0
20070801010500;532.5;1.3;6.6;-2.9
20070801010600;512.8;1.0;6.4;-2.2
20070801010700;522.9;1.1;5.4;-3.3
20070801010800;554.6;2.1;6.7;-6.1
20070801010900;551.3;1.7;6.6;-6.3
20070801011000;551.3;1.7;6.5;-6.5
20070801011100;;;6.8;-6.3
20070801011200;560.6;1.0;6.3;-6.3
20070801011300;557.6;1.4;6.4;-6.4
20070801011400;566.3;1.2;6.5;-6.5
20070801011500;563.7;1.2;6.7;-6.7
20070801011600;561.0;2.0;1.5;1.0
20070801011700;570.4;1.7;8.3;7.8
20070801011800;568.0;1.6;8.4;7.7
20070801011900;566.9;1.8;8.4;7.1
20070801012000;570.1;1.6;8.2;7.2
20070801012100;561.4;1.8;8.3;7.0
20070801012200;563.2;1.7;8.3;6.8
20070801012300;562.1;1.6;8.5;6.7
20070801012400;570.4;1.4;8.4;5.8
20070801012500;568.4;1.9;8.0;6.6
20070801012600;568.4;1.9;8.2;6.3
20070801012700;567.4;1.7;8.1;5.9
20070801012800;547.6;1.8;8.1;5.7
20070801012900;557.4;1.8;8.1;4.7
20070801013000;564.4;1.4;8.0;3.3
20070801013100;566.2;0.9;8.0;3.2
20070801013200;551.2;1.0;8.1;3.6
20070801013300;563.7;1.1;7.8;2.0
20070801013400;561.7;1.1;7.8;1.9
20070801013500;557.2;0.9;7.6;1.3
20070801013600;554.2;0.9;7.5;1.1
20070801013700;545.5;0.7;7.3;1.5
20070801013800;563.6;1.1;7.4;1.4
20070801013900;547.7;0.9;7.6;0.9
20070801014000;555.9;1.0;7.6;1.2
20070801014100;550.3;0.8;7.6;1.3
20070801014200;550.3;0.8;7.5;1.2
20070801014300;547.8;1.0;7.5;2.1
20070801014400;;;7.5;2.0
20070801014500;558.9;1.1;7.7;2.0
20070801014600;553.3;1.0;7.7;2.1
20070801014700;558.8;0.9;7.5;1.8
20070801014800;547.0;1.1;7.7;2.6
20070801014900;554.0;0.9;7.3;1.5
20070801015000;566.5;1.0;7.0;-0.4
20070801015100;551.9;1.5;7.5;2.2
20070801015200;547.3;1.5;7.5;1.8
20070801015300;553.0;1.4;7.5;2.6
20070801015400;555.9;1.3;7.4;2.0
20070801015500;563.7;0.8;7.2;1.0
20070801015600;559.7;1.0;7.3;2.0
20070801015700;559.1;1.4;7.2;2.3
20070801015800;559.1;1.4;7.2;2.1
20070801015900;554.8;1.3;7.2;2.5
20070801020000;564.4;1.1;6.9;2.6
20070801020100;547.1;1.2;6.8;2.5
20070801020200;538.9;1.8;6.8;3.9
20070801020300;538.3;1.9;6.8;4.1
20070801020400;541.0;2.1;6.9;4.4
20070801020500;536.3;1.7;6.8;4.2
20070801020600;522.0;1.8;6.7;4.2
20070801020700;516.1;1.8;6.6;3.8
20070801020800;527.2;2.1;6.8;3.1
20070801020900;528.6;2.1;6.9;2.7
20070801021000;530.6;1.7;6.9;2.1
20070801021100;529.2;1.8;6.8;2.7
20070801021200;530.5;1.8;6.8;3.1
20070801021300;531.7;0.8;6.7;2.2
20070801021400;531.7;0.8;6.8;2.4
20070801021500;533.5;1.8;6.7;2.3
20070801021600;531.2;1.6;6.8;2.2
20070801021700;;;6.8;2.1
20070801021800;521.5;1.9;6.9;1.6
20070801021900;454.3;0.3;6.7;1.0
20070801022000;457.0;0.2;6.9;-0.4
20070801022100;551.6;1.0;6.6;1.2
20070801022200;526.7;1.8;6.6;3.0
20070801022300;529.4;2.0;6.8;3.3
20070801022400;529.0;2.0;6.9;3.4
20070801022500;532.6;1.9;6.8;3.3
20070801022600;538.4;2.1;6.4;3.2
20070801022700;554.8;2.3;5.4;3.8
20070801022800;555.6;2.3;5.2;3.4
20070801022900;556.2;2.0;5.3;2.8
20070801023000;556.2;2.0;5.5;2.4
20070801023100;502.3;1.1;6.1;2.8
20070801023200;547.6;1.5;6.4;2.6
20070801023300;539.2;1.9;6.3;2.3
20070801023400;501.9;1.1;6.1;2.2
20070801023500;546.8;2.1;6.8;3.1
20070801023600;528.7;1.8;7.2;3.4
20070801023700;519.5;1.8;7.3;3.2
20070801023800;510.7;1.9;7.6;3.2
20070801023900;513.8;1.8;7.2;2.6
20070801024000;535.4;2.3;6.3;2.1
20070801024100;564.8;1.4;6.2;2.8
20070801024200;536.6;2.0;6.3;2.7
20070801024300;536.3;2.0;6.4;2.5
20070801024400;507.7;1.7;6.4;2.5
20070801024500;489.5;1.2;6.3;1.8
20070801024600;489.5;1.2;5.9;2.1
20070801024700;546.6;2.3;5.0;1.4
20070801024800;553.3;2.2;5.0;1.0
20070801024900;550.9;2.3;5.5;0.2
20070801025000;;;5.7;0.3
20070801025100;556.6;1.3;5.3;0.9
20070801025200;484.9;0.5;5.8;0.6
20070801025300;541.9;1.9;5.5;0.9
20070801025400;559.0;1.5;5.0;0.6
20070801025500;536.5;1.8;5.0;2.9
20070801025600;559.5;1.6;4.7;1.2
20070801025700;559.6;1.7;5.3;-0.5
20070801025800;551.4;1.6;5.5;-0.6
20070801025900;479.5;0.7;5.6;-0.9
20070801030000;543.4;2.0;5.5;-1.1
20070801030100;564.8;1.7;5.0;-0.9
20070801030200;564.8;1.7;5.0;-0.9
20070801030300;558.7;1.7;5.2;-1.0
20070801030400;488.8;0.8;5.2;-1.2
20070801030500;552.3;1.6;5.0;-1.1
20070801030600;549.9;1.4;4.5;-0.9
20070801030700;567.7;1.6;4.3;-0.6
20070801030800;567.9;1.5;4.0;-0.4
20070801030900;578.7;2.0;4.0;-0.4
20070801031000;;;-999.9;-999.9
20070801031100;;;5.0;-0.8
20070801031200;483.8;0.6;4.9;0.0
20070801031300;572.1;1.9;3.6;0.1
20070801031400;561.1;2.0;3.4;0.1
20070801031500;559.7;2.3;3.5;0.2
20070801031600;556.9;2.3;3.5;0.5
