Date;Speed;Density;Bt;Bz
20070701000000;464.0;1.6;5.7;-0.6
20070701000100;464.1;1.5;5.7;-0.5
20070701000200;464.3;1.5;5.7;-0.6
20070701000300;463.4;1.6;5.7;-0.5
20070701000400;463.4;1.6;5.6;-0.7
20070701000500;463.5;1.6;5.7;-0.6
20070701000600;464.2;1.6;5.6;-0.5
20070701000700;463.5;1.5;5.6;-0.5
20070701000800;464.4;1.5;5.7;-0.7
20070701000900;465.0;1.6;5.6;-0.6
20070701001000;465.8;1.6;5.7;-0.6
20070701001100;464.4;1.6;5.7;-0.7
20070701001200;464.1;1.6;5.6;-0.6
20070701001300;464.5;1.6;5.6;-0.5
20070701001400;463.6;1.8;5.6;-0.6
20070701001500;464.9;1.7;5.6;-0.7
20070701001600;465.2;1.6;5.6;-0.7
20070701001700;464.3;1.6;5.5;-0.7
20070701001800;464.9;1.7;5.5;-0.9
20070701001900;463.0;1.6;5.6;-0.9
20070701002000;463.0;1.6;5.6;-0.7
20070701002100;463.7;1.7;5.6;-0.6
20070701002200;463.6;1.7;5.6;-0.5
20070701002300;464.1;1.8;5.6;-0.6
20070701002400;463.4;1.7;5.6;-0.6
20070701002500;461.6;1.7;5.6;-0.6
20070701002600;462.1;1.7;5.6;-0.5
20070701002700;;;5.6;-0.5
20070701002800;463.5;1.7;5.5;-0.4
20070701002900;463.0;1.7;5.5;-0.4
20070701003000;462.5;1.7;5.5;-0.4
20070701003100;463.4;1.8;5.5;-0.4
20070701003200;462.0;1.8;5.6;-0.3
20070701003300;460.9;1.8;5.6;-0.3
20070701003400;460.8;1.8;5.6;-0.3
20070701003500;459.5;1.8;5.5;-0.3
20070701003600;459.5;1.8;5.5;-0.3
20070701003700;458.5;1.9;5.5;-0.1
20070701003800;458.2;1.7;5.5;-0.3
20070701003900;456.0;1.8;5.5;-0.5
20070701004000;457.3;1.9;5.5;-0.5
20070701004100;458.1;1.8;5.6;-0.4
20070701004200;456.9;1.5;5.6;-0.4
20070701004300;457.7;1.6;5.5;-0.5
20070701004400;454.6;1.6;5.4;-0.4
