Date;Speed;Density;Bt;Bz
20071001000000;560.8;1.0;3.2;-1.4
20071001000100;555.9;1.0;2.7;-1.1
20071001000200;563.0;1.0;2.7;-1.8
20071001000300;564.8;1.1;2.5;-2.1
20071001000400;569.0;1.0;2.1;-1.5
20071001000500;565.8;1.1;2.4;-1.6
20071001000600;;;2.5;-1.6
20071001000700;;;2.5;-1.2
20071001000800;566.8;1.3;1.9;-1.1
20071001000900;566.7;1.0;2.5;-1.4
20071001001000;564.4;0.9;2.4;-1.3
20071001001100;569.0;1.0;2.5;-1.2
20071001001200;567.0;1.0;2.6;-1.3
20071001001300;566.8;1.0;2.6;-1.3
20071001001400;565.6;1.0;2.6;-1.5
20071001001500;567.3;1.0;2.6;-1.7
20071001001600;565.8;1.0;2.6;-1.8
20071001001700;565.4;1.0;2.6;-1.9
20071001001800;565.3;1.0;2.5;-1.8
20071001001900;569.2;1.0;2.5;-1.8
20071001002000;564.1;1.0;2.6;-1.9
20071001002100;565.1;1.1;2.5;-1.9
20071001002200;558.8;1.0;2.5;-2.0
20071001002300;558.8;1.0;2.5;-2.0
20071001002400;560.2;1.1;2.4;-2.0
20071001002500;562.3;1.1;2.4;-2.0
20071001002600;566.5;1.2;2.6;-2.3
20071001002700;558.8;0.9;2.7;-2.2
20071001002800;559.7;1.0;2.8;-2.3
20071001002900;560.5;0.9;2.7;-2.4
20071001003000;563.4;1.0;2.6;-2.3
20071001003100;560.7;1.1;2.0;0.7
20071001003200;557.9;1.8;2.1;-0.3
20071001003300;555.9;1.5;2.3;-0.4
20071001003400;555.3;1.3;2.0;-0.6
20071001003500;560.8;1.3;2.1;-0.9
20071001003600;550.9;1.9;2.0;0.4
20071001003700;558.3;1.1;1.8;-1.5
20071001003800;562.9;1.0;2.5;-2.2
20071001003900;562.9;1.0;2.5;-2.2
20071001004000;;;2.5;-2.3
20071001004100;565.5;0.9;2.5;-2.4
20071001004200;565.6;1.0;2.5;-2.3
20071001004300;565.2;0.9;2.1;-1.9
20071001004400;569.7;1.3;2.2;-1.8
20071001004500;570.5;1.1;2.2;-2.0
20071001004600;564.2;1.1;2.3;-2.2
20071001004700;569.4;1.0;2.4;-2.2
20071001004800;567.0;0.9;2.5;-2.4
20071001004900;565.1;1.0;2.5;-2.3
20071001005000;562.5;0.9;2.5;-2.3
20071001005100;562.5;0.9;2.5;-2.2
20071001005200;568.9;1.0;2.4;-2.1
20071001005300;552.0;1.0;2.6;-1.9
20071001005400;557.5;1.0;2.6;-2.1
20071001005500;557.5;1.0;2.6;-2.1
20071001005600;556.2;0.9;2.5;-1.4
20071001005700;563.6;0.9;2.7;-0.0
20071001005800;546.3;1.0;2.7;0.3
20071001005900;548.1;1.1;2.7;0.3
20071001010000;550.7;0.9;2.8;0.6
20071001010100;548.5;1.0;2.7;0.4
20071001010200;552.2;1.0;2.7;0.3
20071001010300;544.0;1.6;2.8;0.4
20071001010400;547.5;0.9;2.8;0.1
20071001010500;551.6;1.0;2.7;-0.1
20071001010600;550.8;0.9;2.6;-0.1
20071001010700;554.0;0.8;2.6;-0.0
20071001010800;549.5;0.9;2.7;0.1
20071001010900;550.8;0.9;2.7;0.1
20071001011000;544.6;0.8;2.8;-0.1
20071001011100;544.6;0.8;2.8;-0.2
20071001011200;548.0;0.9;2.7;-0.2
20071001011300;;;2.6;-0.0
20071001011400;547.9;0.9;2.6;0.4
20071001011500;548.0;0.8;2.7;-0.8
20071001011600;550.2;0.7;2.9;-0.3
20071001011700;543.5;0.8;2.8;-0.4
20071001011800;541.8;0.9;2.8;-0.4
20071001011900;543.7;0.9;2.9;-0.4
20071001012000;544.2;0.8;2.9;-0.7
20071001012100;544.7;0.8;3.0;-1.1
20071001012200;546.3;0.8;2.8;-0.8
20071001012300;540.5;0.8;3.0;-0.6
20071001012400;538.2;1.0;3.1;-0.8
20071001012500;544.5;0.9;3.1;-0.7
20071001012600;543.6;0.8;3.1;-0.9
20071001012700;543.6;0.8;3.3;-1.1
20071001012800;543.2;0.8;3.2;-1.0
