Date;Speed;Density;Bt;Bz
20081001000000;;;-999.9;-999.9
20081001000100;;;-999.9;-999.9
20081001000200;;;-999.9;-999.9
20081001000300;;;-999.9;-999.9
20081001000400;;;-999.9;-999.9
20081001000500;;;-999.9;-999.9
20081001000600;;;-999.9;-999.9
20081001000700;;;-999.9;-999.9
20081001000800;;;-999.9;-999.9
20081001000900;;;-999.9;-999.9
20081001001000;;;-999.9;-999.9
20081001001100;;;-999.9;-999.9
20081001001200;;;-999.9;-999.9
20081001001300;;;-999.9;-999.9
20081001001400;;;-999.9;-999.9
20081001001500;;;-999.9;-999.9
20081001001600;;;-999.9;-999.9
20081001001700;;;-999.9;-999.9
20081001001800;;;-999.9;-999.9
20081001001900;;;-999.9;-999.9
20081001002000;;;-999.9;-999.9
20081001002100;;;-999.9;-999.9
20081001002200;;;-999.9;-999.9
20081001002300;;;-999.9;-999.9
20081001002400;;;-999.9;-999.9
20081001002500;;;6.9;1.6
20081001002600;;;7.0;1.5
20081001002700;473.2;3.5;7.1;1.1
20081001002800;481.6;4.2;7.2;1.1
20081001002900;;;7.2;1.4
20081001003000;485.6;4.0;7.2;1.6
20081001003100;481.0;3.8;7.2;1.8
20081001003200;473.9;3.3;7.2;2.0
20081001003300;484.3;3.9;7.3;1.2
20081001003400;480.4;3.6;7.3;1.8
20081001003500;473.6;3.5;7.4;0.9
20081001003600;478.6;3.6;7.5;0.6
20081001003700;474.8;3.8;7.4;1.5
20081001003800;474.8;3.8;7.3;1.8
20081001003900;481.3;4.2;7.1;2.2
20081001004000;467.8;3.3;7.2;2.9
20081001004100;494.6;2.4;7.3;2.9
20081001004200;497.1;2.2;7.3;2.8
20081001004300;493.5;1.7;7.4;3.9
20081001004400;484.2;2.3;7.4;3.8
20081001004500;487.5;2.3;7.4;3.8
20081001004600;477.7;1.5;7.3;3.8
20081001004700;494.3;2.3;7.3;3.4
20081001004800;488.3;2.3;7.3;2.5
20081001004900;461.5;2.9;7.3;1.4
20081001005000;481.8;3.9;7.3;0.2
20081001005100;484.9;4.2;7.3;0.5
20081001005200;486.8;4.0;7.4;0.5
20081001005300;487.8;3.8;7.4;1.1
20081001005400;487.8;3.8;7.4;1.2
20081001005500;483.2;4.2;7.4;1.3
20081001005600;478.4;4.5;7.3;1.2
20081001005700;478.5;4.9;7.3;1.7
20081001005800;480.3;4.5;7.2;1.6
20081001005900;477.9;4.0;7.1;1.1
20081001010000;480.9;5.1;7.0;-0.1
20081001010100;478.8;5.4;7.1;-0.5
20081001010200;;;7.1;-1.4
20081001010300;485.9;4.4;7.2;-2.2
20081001010400;479.2;4.5;7.2;-0.4
20081001010500;478.6;4.8;7.2;0.3
20081001010600;483.2;4.1;7.4;1.4
20081001010700;479.2;4.7;7.4;1.0
20081001010800;487.3;4.4;6.7;-2.1
20081001010900;505.4;3.9;8.6;-5.5
20081001011000;505.4;3.9;7.0;2.2
20081001011100;462.1;3.3;8.0;2.5
20081001011200;472.8;3.5;7.9;2.6
20081001011300;464.9;1.8;7.8;2.8
20081001011400;476.8;2.3;7.8;2.8
20081001011500;475.9;2.2;7.8;2.8
20081001011600;469.0;1.7;7.7;2.7
20081001011700;473.0;3.7;7.8;2.2
20081001011800;470.8;3.9;7.8;1.9
20081001011900;481.7;2.4;7.7;1.9
20081001012000;469.8;4.0;7.7;2.3
20081001012100;471.3;3.6;7.7;2.2
20081001012200;471.2;4.2;7.7;1.5
20081001012300;468.9;4.2;7.7;1.5
20081001012400;468.7;3.9;7.7;2.1
20081001012500;464.6;4.8;7.6;1.9
20081001012600;464.6;4.8;7.5;0.5
20081001012700;465.3;4.3;7.4;1.1
20081001012800;464.9;4.1;7.6;1.0
20081001012900;468.5;4.4;7.6;0.8
20081001013000;463.9;4.9;7.6;1.6
20081001013100;472.1;4.0;7.8;2.2
