Date;Speed;Density;Bt;Bz
20110901000000;337.7;0.4;2.2;-0.6
20110901000100;332.7;0.4;2.2;-0.5
20110901000200;339.0;0.2;2.1;-0.5
20110901000300;333.5;0.4;2.1;-0.5
20110901000400;332.2;0.5;2.1;-0.5
20110901000500;333.5;0.4;2.4;-1.0
20110901000600;337.2;0.4;2.4;-1.0
20110901000700;341.1;0.4;2.4;-0.9
20110901000800;334.8;0.4;2.3;-0.8
20110901000900;336.7;0.4;2.2;-0.7
20110901001000;333.9;0.4;2.2;-0.6
20110901001100;333.9;0.4;2.3;-0.7
20110901001200;338.5;0.3;2.3;-0.6
20110901001300;339.0;0.3;2.3;-0.7
20110901001400;334.0;0.4;2.3;-0.7
20110901001500;;;2.2;-0.6
20110901001600;337.2;0.3;2.2;-0.6
20110901001700;336.0;0.3;2.2;-0.6
20110901001800;336.8;0.3;2.2;-0.7
20110901001900;330.1;0.5;2.3;-0.6
20110901002000;334.8;0.3;2.2;-0.5
20110901002100;334.6;0.3;2.2;-0.4
20110901002200;337.1;0.3;2.2;-0.5
20110901002300;333.2;0.3;2.2;-0.5
20110901002400;343.6;0.2;2.2;-0.5
20110901002500;334.9;0.3;2.3;-0.6
20110901002600;333.3;0.4;2.3;-0.6
20110901002700;333.3;0.4;2.3;-0.5
20110901002800;333.1;0.4;2.3;-0.6
20110901002900;331.3;0.4;2.2;-0.6
20110901003000;329.3;0.5;2.3;-0.7
20110901003100;336.0;0.4;2.3;-0.7
20110901003200;330.5;0.5;2.4;-0.7
20110901003300;328.6;0.5;2.3;-0.7
20110901003400;334.0;0.4;2.3;-0.8
20110901003500;328.2;0.6;2.3;-0.8
20110901003600;330.5;0.5;2.3;-0.7
20110901003700;332.0;0.4;2.4;-0.8
20110901003800;328.6;0.5;2.4;-0.8
20110901003900;332.3;0.5;2.4;-0.8
20110901004000;328.6;0.5;2.3;-0.9
20110901004100;333.2;0.3;2.4;-0.9
20110901004200;330.1;0.5;2.3;-0.9
20110901004300;330.1;0.5;2.3;-0.9
20110901004400;330.1;0.4;2.2;-0.8
20110901004500;331.3;0.4;2.3;-0.8
20110901004600;336.9;0.4;2.3;-0.8
20110901004700;331.9;0.4;2.3;-0.8
20110901004800;;;2.3;-0.8
20110901004900;336.0;0.4;2.3;-0.8
20110901005000;330.1;0.5;2.3;-0.9
20110901005100;334.3;0.3;2.3;-0.9
20110901005200;334.2;0.3;2.2;-0.9
20110901005300;334.5;0.3;2.2;-0.9
20110901005400;328.7;0.5;2.2;-0.9
20110901005500;331.3;0.5;2.2;-1.0
20110901005600;328.8;0.5;2.2;-1.1
20110901005700;331.7;0.5;2.2;-1.1
20110901005800;328.6;0.7;2.2;-0.9
20110901005900;328.6;0.7;2.2;-1.0
20110901010000;335.9;0.3;2.2;-1.0
20110901010100;327.8;0.6;2.2;-1.0
20110901010200;331.5;0.4;2.2;-0.9
20110901010300;329.2;0.5;2.2;-0.9
20110901010400;331.3;0.5;2.2;-0.9
20110901010500;333.2;0.4;2.1;-0.8
20110901010600;332.6;0.4;2.1;-0.7
20110901010700;330.8;0.5;2.2;-0.7
20110901010800;324.9;0.6;2.1;-0.7
20110901010900;331.9;0.4;2.2;-0.7
20110901011000;331.3;0.4;2.2;-0.8
20110901011100;328.0;0.6;2.2;-0.8
20110901011200;331.1;0.3;2.3;-0.7
20110901011300;329.2;0.5;2.1;-0.7
20110901011400;327.7;0.6;2.0;-0.5
20110901011500;327.7;0.6;2.0;-0.6
20110901011600;327.4;0.5;2.0;-0.5
20110901011700;330.0;0.5;2.0;-0.5
20110901011800;328.1;0.6;2.1;-0.6
20110901011900;328.6;0.5;2.1;-0.6
20110901012000;326.8;0.5;2.1;-0.6
20110901012100;;;2.1;-0.6
20110901012200;329.0;0.4;2.1;-0.6
20110901012300;334.9;0.3;2.1;-0.6
20110901012400;331.0;0.4;2.1;-0.6
20110901012500;334.9;0.3;2.1;-0.7
20110901012600;329.7;0.4;2.1;-1.0
20110901012700;328.1;0.5;2.2;-1.1
20110901012800;329.3;0.4;2.2;-1.2
20110901012900;330.9;0.6;2.1;-0.8
20110901013000;331.2;0.3;2.2;-1.1
20110901013100;331.2;0.3;2.3;-1.1
20110901013200;330.2;0.5;2.2;-1.1
20110901013300;327.6;0.7;2.1;-1.0
20110901013400;326.7;0.6;2.2;-0.9
20110901013500;330.4;0.4;2.2;-0.9
20110901013600;325.2;0.5;2.2;-1.2
20110901013700;328.1;0.4;2.4;-1.3
20110901013800;328.5;0.6;2.2;-1.3
20110901013900;328.2;0.4;2.3;-1.3
20110901014000;327.1;0.6;2.4;-1.3
20110901014100;325.9;0.3;2.3;-1.4
20110901014200;325.3;0.6;2.3;-1.2
20110901014300;327.2;0.5;2.3;-1.2
20110901014400;330.9;0.4;2.2;-1.1
20110901014500;329.8;0.4;2.2;-1.2
20110901014600;329.9;0.4;2.2;-1.2
20110901014700;329.9;0.4;2.1;-1.2
20110901014800;328.3;0.5;2.2;-1.3
20110901014900;325.7;0.7;2.0;-1.3
20110901015000;327.4;0.6;2.1;-1.2
20110901015100;324.8;0.6;2.1;-1.3
20110901015200;333.0;0.4;2.1;-1.2
20110901015300;332.5;0.5;2.1;-0.9
20110901015400;;;2.1;-0.9
20110901015500;328.2;0.4;2.2;-1.3
20110901015600;333.8;0.3;2.1;-1.2
20110901015700;334.8;0.4;2.1;-1.3
20110901015800;329.5;0.4;2.1;-1.2
20110901015900;333.4;0.3;2.1;-1.3
20110901020000;328.8;0.4;2.1;-1.1
20110901020100;333.3;0.5;2.1;-1.2
20110901020200;330.3;0.5;2.0;-1.2
20110901020300;330.3;0.5;2.1;-1.3
20110901020400;328.4;0.5;2.1;-1.3
20110901020500;329.6;0.6;2.1;-1.4
20110901020600;331.9;0.4;2.1;-1.3
20110901020700;328.6;0.5;2.1;-1.3
20110901020800;327.2;0.6;2.1;-1.4
20110901020900;334.4;0.3;2.2;-1.9
20110901021000;323.6;0.7;2.2;-2.0
20110901021100;329.1;0.6;2.2;-2.0
20110901021200;324.4;0.5;2.0;-1.4
20110901021300;334.2;0.4;1.5;-1.5
20110901021400;336.9;0.5;1.5;-1.5
20110901021500;331.5;0.7;1.5;-1.5
20110901021600;331.4;0.5;1.6;-1.6
20110901021700;338.1;0.4;1.6;-1.5
20110901021800;331.7;0.6;1.7;-1.7
20110901021900;331.7;0.6;1.7;-1.7
20110901022000;331.1;0.7;1.8;-1.8
20110901022100;329.6;0.6;1.8;-1.6
20110901022200;337.7;0.4;1.9;-1.6
20110901022300;330.5;0.7;1.9;-1.7
20110901022400;330.8;0.6;2.0;-1.8
20110901022500;330.6;0.6;2.1;-2.1
20110901022600;329.0;0.4;2.2;-2.1
20110901022700;;;2.2;-2.0
20110901022800;327.3;0.4;2.2;-2.0
20110901022900;330.3;0.2;2.1;-1.5
20110901023000;327.1;0.4;2.2;-1.7
20110901023100;350.8;0.1;2.2;-1.8
20110901023200;329.4;0.3;2.2;-1.7
20110901023300;330.0;0.4;2.2;-1.6
20110901023400;331.1;0.3;2.2;-1.6
20110901023500;331.1;0.3;2.2;-1.7
20110901023600;327.8;0.3;2.2;-1.5
20110901023700;320.6;0.5;2.1;-1.5
20110901023800;332.2;0.3;2.1;-1.6
20110901023900;330.1;0.3;2.2;-1.6
20110901024000;330.1;0.3;2.2;-1.6
20110901024100;328.3;0.3;2.3;-1.7
20110901024200;330.2;0.3;2.3;-1.6
20110901024300;327.5;0.3;2.3;-1.5
20110901024400;328.0;0.3;2.3;-1.5
20110901024500;329.4;0.3;2.3;-1.6
20110901024600;323.8;0.4;2.3;-1.8
20110901024700;326.8;0.3;2.3;-2.0
20110901024800;326.1;0.4;2.4;-2.0
20110901024900;324.4;0.5;2.4;-1.9
20110901025000;327.2;0.4;2.4;-1.9
20110901025100;327.2;0.4;2.3;-1.9
20110901025200;328.7;0.4;2.4;-1.9
20110901025300;330.6;0.2;2.3;-1.9
20110901025400;322.9;0.4;2.3;-1.9
20110901025500;332.7;0.2;2.3;-1.7
20110901025600;330.3;0.3;2.4;-1.9
20110901025700;334.4;0.2;2.4;-1.9
20110901025800;332.3;0.2;2.3;-1.7
20110901025900;325.9;0.3;2.4;-1.9
20110901030000;;;2.4;-2.0
20110901030100;324.9;0.3;2.4;-2.0
20110901030200;326.4;0.4;2.4;-2.1
20110901030300;332.4;0.3;2.3;-2.1
20110901030400;328.5;0.4;2.3;-1.7
20110901030500;328.4;0.4;2.3;-1.6
20110901030600;327.3;0.4;2.3;-1.8
20110901030700;327.3;0.4;2.2;-2.0
20110901030800;330.2;0.5;2.2;-1.9
20110901030900;329.9;0.5;2.2;-2.0
20110901031000;326.2;0.7;2.2;-2.0
20110901031100;335.7;0.3;2.2;-1.9
20110901031200;328.7;0.7;2.2;-2.0
20110901031300;333.6;0.4;2.2;-2.0
20110901031400;330.3;0.5;2.3;-2.0
20110901031500;330.7;0.4;2.2;-1.9
20110901031600;330.0;0.6;2.4;-2.1
20110901031700;328.5;0.5;2.4;-2.0
20110901031800;329.4;0.5;2.5;-2.1
20110901031900;323.1;0.5;2.5;-2.1
20110901032000;328.0;0.5;2.4;-2.0
20110901032100;327.2;0.4;2.5;-1.9
20110901032200;326.4;0.7;2.5;-2.0
20110901032300;326.4;0.7;2.4;-1.8
20110901032400;327.0;0.5;2.3;-1.7
20110901032500;326.5;0.6;2.3;-1.7
20110901032600;322.1;0.6;2.3;-1.7
