Date;Speed;Density;Bt;Bz
20110501000000;635.0;0.1;4.0;-3.2
20110501000100;634.0;0.2;3.9;-3.1
20110501000200;628.4;0.4;3.9;-2.9
20110501000300;626.6;0.5;3.9;-3.0
20110501000400;617.6;0.4;3.9;-2.5
20110501000500;646.0;0.6;3.9;-2.5
20110501000600;646.0;0.6;4.0;-3.1
20110501000700;642.5;0.5;4.0;-3.4
20110501000800;640.5;0.4;3.7;-2.5
20110501000900;631.5;0.7;3.6;-2.9
20110501001000;625.2;0.1;3.7;-3.2
20110501001100;627.3;0.1;3.5;-2.7
20110501001200;635.8;0.2;3.5;-2.1
20110501001300;635.9;0.1;3.7;1.7
20110501001400;656.8;0.1;3.9;0.6
20110501001500;651.1;0.1;3.6;0.4
20110501001600;646.1;0.1;3.5;-0.8
20110501001700;639.5;0.1;3.5;-0.8
20110501001800;630.5;0.1;3.6;-1.5
20110501001900;680.8;0.3;2.7;-2.1
20110501002000;642.3;0.3;3.3;-3.1
20110501002100;643.7;0.1;3.2;-2.3
20110501002200;643.7;0.1;3.6;2.4
20110501002300;653.2;0.1;3.5;2.1
20110501002400;644.3;0.1;3.9;2.4
20110501002500;;;3.9;3.1
20110501002600;670.5;0.1;3.9;3.1
20110501002700;659.4;0.1;3.8;3.1
20110501002800;668.8;0.1;3.7;2.9
20110501002900;672.5;0.1;3.9;2.8
20110501003000;667.9;0.1;4.1;2.7
20110501003100;662.2;0.1;3.9;2.9
20110501003200;666.0;0.0;4.1;2.6
20110501003300;663.9;0.0;3.9;2.9
20110501003400;656.5;0.1;4.0;3.0
20110501003500;653.9;0.0;3.8;3.2
20110501003600;665.6;0.1;3.6;3.0
20110501003700;659.2;0.1;3.8;2.5
20110501003800;659.2;0.1;3.7;-0.0
20110501003900;650.5;0.1;3.6;-0.2
20110501004000;651.2;0.1;3.6;1.6
20110501004100;644.6;0.1;3.6;2.5
20110501004200;653.3;0.0;3.6;2.3
20110501004300;652.3;0.1;3.5;-2.6
20110501004400;637.1;0.3;3.8;-3.2
20110501004500;640.6;0.4;3.4;-3.1
20110501004600;651.3;0.3;3.6;-3.4
20110501004700;665.6;0.3;3.9;-3.0
20110501004800;674.1;0.5;3.5;-3.2
20110501004900;630.4;0.4;3.0;-2.3
20110501005000;627.6;0.3;3.5;-2.0
20110501005100;627.8;0.3;3.1;-2.5
20110501005200;641.1;0.1;3.4;-3.2
20110501005300;646.9;0.1;2.8;0.4
20110501005400;662.1;0.1;2.8;-1.6
20110501005500;677.4;0.1;3.8;-3.2
20110501005600;663.7;0.1;3.9;-3.0
20110501005700;668.5;0.1;3.7;-3.4
20110501005800;;;3.5;-0.6
20110501005900;657.7;0.1;3.6;-2.8
20110501010000;657.3;0.2;3.8;-2.9
20110501010100;663.4;0.1;3.6;-3.2
20110501010200;653.2;0.2;3.7;-3.2
20110501010300;666.9;0.2;3.8;-3.5
20110501010400;664.0;0.2;3.8;-3.2
20110501010500;666.4;0.1;3.8;-2.7
20110501010600;693.0;0.1;3.9;-2.6
20110501010700;643.7;0.0;3.5;-2.9
20110501010800;657.0;0.1;3.6;-3.4
20110501010900;656.1;0.3;3.7;-3.6
20110501011000;644.4;0.2;2.8;-1.0
20110501011100;632.7;0.1;3.3;0.2
20110501011200;649.6;0.1;3.2;2.6
20110501011300;648.3;0.1;3.3;1.5
20110501011400;636.5;0.1;3.4;0.6
20110501011500;625.2;0.1;3.5;2.2
20110501011600;629.4;0.1;3.4;0.0
20110501011700;626.3;0.1;3.5;-1.5
20110501011800;631.9;0.1;3.2;-2.4
20110501011900;631.7;0.2;3.0;2.6
20110501012000;651.1;0.1;4.0;3.5
20110501012100;662.6;0.0;4.1;3.4
20110501012200;658.5;0.1;4.1;2.5
20110501012300;654.4;0.0;3.9;1.9
20110501012400;638.8;0.1;3.5;-0.3
20110501012500;650.9;0.1;3.7;1.8
20110501012600;649.8;0.1;3.7;1.5
20110501012700;648.7;0.1;3.8;0.3
20110501012800;638.0;0.1;3.9;0.2
20110501012900;627.4;0.1;3.8;0.1
20110501013000;635.9;0.0;3.9;-0.4
20110501013100;;;3.9;-0.9
20110501013200;619.3;0.1;4.0;-1.2
20110501013300;619.6;0.1;3.9;-1.2
20110501013400;617.1;0.1;3.8;-1.4
20110501013500;611.2;0.2;3.7;-0.9
20110501013600;617.3;0.1;3.6;-1.4
20110501013700;614.3;0.1;3.7;-1.5
20110501013800;614.8;0.1;3.6;-0.8
20110501013900;615.7;0.1;3.5;0.5
20110501014000;617.5;0.1;3.8;-0.1
20110501014100;616.0;0.1;3.8;0.1
20110501014200;616.4;0.1;3.9;0.5
20110501014300;616.7;0.1;3.8;0.9
20110501014400;619.7;0.1;2.3;-1.6
20110501014500;623.7;0.2;3.9;-3.8
20110501014600;652.0;0.2;4.1;-4.0
20110501014700;653.1;0.1;4.0;-4.0
20110501014800;644.1;0.3;4.0;-4.0
20110501014900;658.7;0.3;4.2;-4.1
20110501015000;653.1;0.3;4.1;-4.1
20110501015100;655.4;0.5;4.1;-4.1
20110501015200;656.0;0.4;4.2;-4.1
20110501015300;650.7;0.4;4.2;-4.1
20110501015400;649.4;0.4;4.1;-3.9
20110501015500;647.5;0.4;4.0;-3.9
20110501015600;644.5;0.4;4.0;-3.9
20110501015700;651.6;0.4;4.1;-3.8
20110501015800;653.8;0.5;4.1;-3.9
20110501015900;655.9;0.5;4.0;-3.9
20110501020000;647.8;0.4;4.0;-4.0
20110501020100;647.4;0.3;3.9;-3.4
20110501020200;636.6;0.5;4.0;-3.9
20110501020300;651.5;0.4;4.0;-3.9
20110501020400;;;3.9;-3.8
20110501020500;646.9;0.4;3.8;-3.3
20110501020600;651.4;0.7;4.0;-2.7
20110501020700;658.1;0.6;4.0;-2.5
20110501020800;648.3;0.6;3.9;-2.9
20110501020900;641.0;0.6;3.8;-3.0
20110501021000;638.3;0.6;3.9;-2.8
20110501021100;634.2;0.4;3.7;-2.7
20110501021200;630.1;0.2;3.6;-2.1
20110501021300;621.9;0.1;3.6;-2.3
20110501021400;625.0;0.2;3.7;-2.5
20110501021500;628.0;0.4;3.7;-2.5
20110501021600;632.7;0.5;3.8;-2.7
20110501021700;630.5;0.5;3.8;-2.7
20110501021800;626.8;0.4;3.8;-3.0
20110501021900;633.1;0.4;3.8;-1.8
20110501022000;637.3;0.6;3.5;-2.1
20110501022100;619.2;0.1;3.4;-2.1
20110501022200;629.8;0.1;3.4;-2.2
20110501022300;638.6;0.1;3.2;-2.5
20110501022400;553.7;0.0;3.3;0.8
20110501022500;650.3;0.1;3.8;0.9
20110501022600;659.0;0.0;3.8;1.4
20110501022700;651.5;0.1;3.7;1.3
20110501022800;649.1;0.1;3.8;1.0
20110501022900;645.5;0.1;3.8;0.7
20110501023000;647.1;0.1;3.7;0.5
20110501023100;648.8;0.1;3.0;-0.7
20110501023200;633.3;0.1;3.4;-1.6
20110501023300;635.8;0.1;3.8;-2.0
20110501023400;635.4;0.1;3.9;-2.4
20110501023500;648.2;0.1;3.9;-2.3
20110501023600;636.8;0.1;3.6;-2.6
20110501023700;;;3.5;-2.7
20110501023800;638.9;0.1;3.5;-2.5
