Date;Speed;Density;Bt;Bz
20111001000000;449.7;2.5;6.7;-2.7
20111001000100;448.2;3.3;6.1;-1.9
20111001000200;445.5;3.9;6.0;-1.3
20111001000300;447.1;4.8;6.1;-1.9
20111001000400;447.1;4.3;6.5;-3.7
20111001000500;449.6;3.8;6.7;-3.6
20111001000600;452.0;2.6;6.4;-2.7
20111001000700;450.0;3.9;5.7;-1.8
20111001000800;446.4;3.7;5.8;-1.1
20111001000900;445.3;2.8;5.9;-1.0
20111001001000;;;5.6;-1.1
20111001001100;450.0;2.1;5.7;-2.6
20111001001200;451.0;1.9;5.9;-2.7
20111001001300;450.0;2.2;6.0;-2.7
20111001001400;446.6;1.7;5.6;-2.3
20111001001500;446.6;1.7;5.3;-2.1
20111001001600;451.2;2.7;5.2;-1.7
20111001001700;449.6;2.6;5.2;-1.3
20111001001800;448.5;2.8;4.6;0.8
20111001001900;445.0;3.2;4.4;2.6
20111001002000;445.0;3.2;4.4;1.5
20111001002100;443.9;4.1;4.4;1.7
20111001002200;443.0;6.0;4.3;3.1
20111001002300;422.6;0.7;5.0;-0.2
20111001002400;450.0;0.3;5.3;-0.8
20111001002500;444.0;6.2;3.4;-2.9
20111001002600;445.5;5.2;2.4;-1.9
20111001002700;448.7;3.3;2.5;-0.9
20111001002800;446.2;2.5;2.6;0.6
20111001002900;447.7;2.6;2.4;0.6
20111001003000;445.5;2.3;3.6;2.0
20111001003100;445.5;2.3;4.5;4.5
20111001003200;448.0;2.1;3.2;1.9
20111001003300;446.5;2.9;5.4;1.7
20111001003400;446.4;0.1;5.1;3.2
20111001003500;450.3;0.2;4.8;1.8
20111001003600;453.8;0.2;5.1;2.0
20111001003700;453.1;0.1;3.1;2.0
20111001003800;454.2;0.3;3.7;3.6
20111001003900;456.5;0.2;4.3;3.6
20111001004000;457.8;0.2;3.6;1.1
20111001004100;453.5;0.4;4.1;2.2
20111001004200;457.9;0.3;3.7;2.7
20111001004300;;;3.9;2.6
20111001004400;458.3;0.2;3.0;2.7
20111001004500;452.1;0.2;3.3;2.4
20111001004600;456.0;0.3;3.2;3.0
20111001004700;456.0;0.3;4.8;4.6
20111001004800;457.6;0.3;5.7;5.5
20111001004900;457.8;0.4;6.1;5.8
20111001005000;460.4;0.2;6.0;5.6
20111001005100;459.4;0.4;5.6;5.1
20111001005200;451.1;0.2;6.1;5.7
